"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08","WT09"
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-04-17",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-04-18",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-04-19",,,,,"0.12","0.0","0.0",,,,,,,,,,,,,,,,,
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-04-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-04-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-04-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-04-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-04-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-04-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-04-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-04-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-05-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-05-02",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-05-03",,,,,"1.14",,,,,,,,,,,,,,,,,,,
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-05-04",,,,,"0.22",,,,,,,,,,,,,,,,,,,
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-05-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-05-06",,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-05-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-05-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-05-09",,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-05-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-05-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-05-12",,,,,"0.26",,,,,,,,,,,,,,,,,,,
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-05-13",,,,,"0.31",,,,,,,,,,,,,,,,,,,
"US1IAJH0022","CORALVILLE 1.3 SE, IA US","41.68066","-91.58","227.1","2018-05-14",,,,,"0.09",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-03-17",,,,,"0.14",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-03-18",,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-03-19",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-03-20",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-03-21",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-03-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-03-23",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-03-24",,,,,,"3.8","3.8",,,,,,,,"1.4",,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-03-25",,,,,,"8.0","10.5",,,,,,,,"1.2",,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-03-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-03-27",,,,,"0.35",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-03-28",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-03-29",,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-03-30",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-03-31",,,,,"0.19",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-01",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-02",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-03",,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-04",,,,,"0.11","0.0","0.0",,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-05",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-08",,"    3","0.00",,,,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-09",,,,,"0.13","3.5","3.5",,,,,,,,"0.1",,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-10",,,,,"0.00","0.0","0.0",,,,,,,,"0.0",,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-11",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-12",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-13",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-14",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-15",,,,,"0.26","0.2","0.2",,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-16",,,,,"0.11","0.0","0.0",,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-17",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-19",,,,,"0.09","0.0","0.0",,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-20",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-21",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-22",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-23",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-28",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-29",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-04-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-05-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-05-02",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-05-03",,,,,"0.94",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-05-04",,,,,"0.22",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-05-05",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-05-06",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-05-07",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-05-08",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-05-09",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-05-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-05-11",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-05-12",,,,,"0.61",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-05-13",,,,,"0.65",,,,,,,,,,,,,,,,,,,
"US1IAJH0021","IOWA CITY 8.0 NE, IA US","41.74516","-91.43325","231.6","2018-05-14",,,,,"0.32",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-04",,,,,"0.44",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-06",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-07",,,,,"0.42",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-08",,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-11",,,,,"1.09",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-12",,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-14",,,,,"0.07",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-15",,,,,"0.99",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-22",,,,,"0.73",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-24",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-28",,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-30",,,,,"0.03",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-10-31",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-02",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-04",,,,,"0.03",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-05",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-12",,,,,"0.42",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-13",,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-15",,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-17",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-18",,,,,"0.31",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-21",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-11-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-12-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-12-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-12-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-12-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-12-05",,,,,"0.42",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-12-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-12-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-12-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-12-09",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1IAJH0020","CORALVILLE 1.4 S, IA US","41.670166","-91.602966","237.7","2017-12-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
